"","Sex","Age","Household Type","District","House_Clothes","Cooking","Shopping","Admin","Repairs","Childcare","Elderly_care","Other_care","House_Clothes_Help","Cooking_Help","Shopping_Help","Admin_Help","Repairs_Help","Childcare_Help","Elderly_care_Help","Other_care_Help","Overall_chores"
"2882","Female",50,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Man","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2883","Male",53,"Couple with children","Distrito de Usera","Both","Both","Both","Both","None","Both",NA,"None","No help","No help","No help","No help","Paid help","No help","No answer","No help","Both"
"2884","Male",58,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Woman","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2885","Male",54,"Couple with children","Distrito de Usera","Woman","Woman","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"2886","Female",77,"Couple with children","Distrito de Usera","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Man"
"2887","Male",83,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"2888","Female",59,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Man",NA,"None","Woman","No help","No help","No help","No help","No help","No answer","No help","Paid help","Both"
"2889","Female",71,"Couple with children","Distrito de Usera","Woman","Man","Man","Man","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"2890","Male",60,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2891","Male",52,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2892","Female",61,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Woman","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2893","Male",55,"Couple with children","Distrito de Usera","Both","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"2894","Male",64,"Couple with children","Distrito de Usera","Both","Both","Both","Woman","Man",NA,"None","Man","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"2895","Male",56,"Couple with children","Distrito de Usera","Both","Both","Both","Woman","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2896","Female",53,"Couple with children","Distrito de Usera","Both","Both","Woman","Both","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2897","Female",57,"Couple with children","Distrito de Usera","Woman","Woman","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2898","Male",60,"Couple with children","Distrito de Usera","Both","Both","Both","Man","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2899","Male",70,"Couple with children","Distrito de Usera","Woman","Woman","Both","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"2900","Female",78,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2901","Male",66,"Couple with children","Distrito de Usera","Man","Man","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"2902","Male",56,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2903","Female",58,"Couple with children","Distrito de Usera","Both","Woman","Both","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2904","Female",59,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2905","Male",65,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"2906","Female",54,"Couple with children","Distrito de Usera","Both","Woman","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2907","Female",45,"Couple with children","Distrito de Usera","Woman","Woman","Man","Both","Both","Both",NA,"Both","No help","No help","No help","No help","Unpaid help","No help","No answer","Unpaid help","Both"
"2908","Female",41,"Couple with children","Distrito de Usera","Woman","Woman","Both","Both","Both","Both","None","None","Paid help","No help","No help","No help","Unpaid help","No help","No help","No help","Both"
"2909","Female",65,"Couple with children","Distrito de Usera","None","Woman","Both","Man","Man",NA,"None","Woman","Paid help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2910","Male",63,"Couple with children","Distrito de Usera","Woman","Both","Man","Man","None",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","Paid help","Man"
"2911","Male",85,"Couple with children","Distrito de Usera","Woman","Woman","Man","Man","None",NA,"None","None","No help","No help","No help","Unpaid help","Paid help","No answer","No help","No help","None"
"2912","Female",49,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Man","Man",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Woman"
"2913","Female",62,"Couple with children","Distrito de Usera","Both","Woman","Man","Woman","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2914","Female",25,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2915","Male",57,"Couple with children","Distrito de Usera","Both","Woman","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2916","Female",59,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2917","Male",74,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"2918","Male",45,"Couple with children","Distrito de Usera","Woman","Woman","Both","Man","Man","Both","None","Woman","No help","No help","No help","No help","No help","No help","No help","No help","Woman"
"2919","Male",47,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Man","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","Unpaid help","Both"
"2920","Male",53,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2921","Female",59,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2922","Female",72,"Couple with children","Distrito de Usera","Man","Woman","Both","None","None",NA,"Man","None","No help","No help","Unpaid help","Unpaid help","No help","No answer","No help","No help","None"
"2923","Female",43,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Man","None","Both","Both","None","No help","No help","No help","No help","No help","No help","No help","No help","Woman"
"2924","Male",50,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Woman","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2925","Female",43,"Couple with children","Distrito de Usera","Both","Woman","Woman","Woman","Man","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2926","Female",50,"Couple with children","Distrito de Usera","Both","Both","Both","Woman","Man","Woman",NA,"Woman","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2927","Female",31,"Couple with children","Distrito de Usera","Both","Woman","Woman","Woman","Woman","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2928","Female",34,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Woman","Man","Woman",NA,"Woman","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2929","Male",69,"Couple with children","Distrito de Usera","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"2930","Male",62,"Couple with children","Distrito de Usera","Woman","Woman","Both","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2931","Female",61,"Couple with children","Distrito de Usera","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"2932","Female",41,"Couple with children","Distrito de Usera","Both","Both","Both","Both","None","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2933","Male",40,"Couple with children","Distrito de Usera","Man","Man","Man","Man","None","Man",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Man"
"2934","Female",39,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Man","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2935","Female",55,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Woman","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2936","Female",40,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2937","Female",53,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Both",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2938","Female",48,"Couple with children","Distrito de Usera","Both","Man","Both","Woman","Man","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","Unpaid help","Both"
"2939","Female",29,"Couple with children","Distrito de Usera","Both","Both","Man","Woman","None",NA,"Both","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","Both"
"2940","Female",41,"Couple with children","Distrito de Usera","Both","Woman","Woman","Both","None","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2941","Female",41,"Couple with children","Distrito de Usera","Woman","Woman","Man","Man","Both","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2942","Male",62,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2943","Male",51,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2944","Male",43,"Couple with children","Distrito de Usera","Both","Both","Both","Man","Man","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2945","Male",56,"Couple with children","Distrito de Usera","Both","Both","Both","Both","None",NA,"Both","Both","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"2946","Female",52,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2947","Female",45,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Both",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Woman"
"2948","Male",32,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","Paid help","No help","No answer","No help","Both"
"2949","Male",55,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2950","Male",41,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2951","Male",51,"Couple with children","Distrito de Usera","Both","Woman","Both","Woman","None","Both",NA,"None","No help","No help","No help","No help","Paid help","No help","No answer","No help","Woman"
"2952","Male",64,"Couple with children","Distrito de Usera","Both","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2953","Male",40,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2954","Female",60,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Man","None",NA,NA,"Both","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"2955","Female",59,"Couple with children","Distrito de Usera","Woman","Woman","Both","Woman","Man",NA,"Both","None","Paid help","Paid help","No help","No help","No help","No answer","Paid help","No help","Woman"
"2956","Male",61,"Couple with children","Distrito de Usera","Both","Man","Both","Both","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2957","Female",50,"Couple with children","Distrito de Usera","Woman","Woman","Both","Woman","Man",NA,NA,"Woman","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"2958","Female",53,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2959","Female",48,"Couple with children","Distrito de Usera","Both","None","Both","Both","Both","Both",NA,"Both","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Both"
"2960","Female",47,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"Both","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Both"
"2961","Male",50,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2962","Female",60,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2963","Female",80,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Both",NA,"Woman","None","Unpaid help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2964","Male",50,"Couple with children","Distrito de Usera","Man","Man","Man","Man","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Man"
"2965","Female",58,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2966","Female",56,"Couple with children","Distrito de Usera","Woman","Woman","Both","Both","Man",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2967","Female",52,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"None","No help","Unpaid help","No help","No help","Unpaid help","Unpaid help","No answer","Unpaid help","Both"
"2968","Female",48,"Couple with children","Distrito de Usera","Both","Both","None","Both","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2969","Female",66,"Couple with children","Distrito de Usera","Woman","Both","Man","Both","Man",NA,"None","Man","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"2970","Female",38,"Couple with children","Distrito de Usera","Both","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"2971","Female",56,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"2972","Male",41,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"2973","Male",59,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,"None","Man","No help","No help","No help","No help","No help","No answer","No help","Unpaid help","Both"
"2974","Female",37,"Couple with children","Distrito de Usera","Both","Woman","Woman","Woman","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2975","Female",49,"Couple with children","Distrito de Usera","Woman","Woman","Woman","Man","Man","Woman",NA,"Woman","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2976","Female",52,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2977","Female",43,"Couple with children","Distrito de Usera","Both","Man","Both","Man","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Man"
"2978","Female",52,"Couple with children","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"Man","Paid help","No help","No help","No help","No help","No answer","No answer","Unpaid help","Both"
"2979","Female",57,"Couple with children","Distrito de Usera","Woman","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2980","Female",37,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","Man","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2981","Female",74,"Other","Distrito de Usera","Woman","Woman","Woman","Both","Both","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"2982","Male",50,"Other","Distrito de Usera","Both","Both","Both","Both","None","None","None","None","No help","No help","No help","No help","No help","No help","No help","No help","None"
"2983","Female",50,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","None",NA,"Woman","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2984","Female",78,"Other","Distrito de Usera","Woman","Woman","Both","Woman","Woman",NA,"Woman","Woman","Unpaid help","Unpaid help","No help","Paid help","Unpaid help","No answer","Unpaid help","Unpaid help","Woman"
"2985","Male",71,"Other","Distrito de Usera","Woman","Woman","Both","Man","Man",NA,"Woman","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2986","Male",57,"Other","Distrito de Usera","Man","Man","Man","Man","Man",NA,"Man","None","Paid help","No help","Paid help","No help","Unpaid help","No answer","Paid help","No help","Man"
"2987","Male",30,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","None","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2988","Female",54,"Other","Distrito de Usera","Both","Both","Both","Man","Man",NA,"Both","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"2989","Male",50,"Other","Distrito de Usera","None","None","Man","Man","Man","Man","Man","None","Paid help","Paid help","Paid help","No help","No help","No help","Paid help","No help","Man"
"2990","Female",56,"Other","Distrito de Usera","Both","Both","Both","Both","None",NA,"Woman","None","Paid help","No help","No help","No help","Paid help","No answer","Paid help","No help","Both"
"2991","Male",66,"Other","Distrito de Usera","Both","Both","Both","Both","Man","Both","Both","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"2992","Female",29,"Other","Distrito de Usera","Both","Both","Both","Both","Both",NA,"Both","None","Paid help","Paid help","Paid help","Paid help","Paid help","No answer","Paid help","No help","Both"
"2993","Female",75,"Other","Distrito de Usera","Woman","Woman","Woman","None","None",NA,"None","None","No help","No help","No help","Unpaid help","Unpaid help","No answer","No help","No help","None"
"2994","Male",42,"Other","Distrito de Usera","Both","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2995","Male",51,"Other","Distrito de Usera","Woman","Woman","Both","Woman","Man","None",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"2996","Female",63,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"2997","Female",35,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","Man","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Woman"
"2998","Male",36,"Other","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"2999","Female",81,"Other","Distrito de Usera","Woman","Woman","Woman","Both","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"3000","Female",50,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","None",NA,"None","None","Paid help","No help","No help","Unpaid help","Unpaid help","No answer","Paid help","No help","Woman"
"3001","Male",54,"Other","Distrito de Usera","Man","Man","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"3002","Female",76,"Other","Distrito de Usera","None","Woman","Woman","Woman","None",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"3003","Female",50,"Other","Distrito de Usera","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3004","Female",66,"Other","Distrito de Usera","Woman","Woman","Woman","Both","Both",NA,"Woman","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3005","Female",36,"Other","Distrito de Usera","Both","Both","Both","Both","Both","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"3006","Female",34,"Other","Distrito de Usera","Both","Both","Both","Both","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","Unpaid help","Both"
"3007","Female",39,"Other","Distrito de Usera","Woman","Both","Both","None","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"3008","Female",63,"Other","Distrito de Usera","Woman","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Woman"
"3009","Female",35,"Other","Distrito de Usera","Both","Both","Both","Woman","Both","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"3010","Female",30,"Other","Distrito de Usera","Both","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3011","Female",50,"Other","Distrito de Usera","Woman","Woman","Woman","Man","None",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Woman"
"3012","Female",53,"Other","Distrito de Usera","Both","Woman","Woman","Both","None",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Woman"
"3013","Male",89,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Both","Man","None",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"3014","Female",63,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3015","Female",67,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"3016","Female",76,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3017","Female",86,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","None","Woman",NA,"None","None","Paid help","No help","Paid help","No help","Unpaid help","No answer","No help","No help","Woman"
"3018","Female",61,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Woman",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"3019","Female",72,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3020","Female",59,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3021","Female",56,"Single parent","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3022","Male",58,"Single parent","Distrito de Puente de Vallecas","Man","Man","Man","Man","Man",NA,"Man","None","Paid help","No help","No help","No help","No help","No answer","Paid help","No help","Man"
"3023","Male",54,"Single parent","Distrito de Puente de Vallecas","Man","Man","Man","None","Man",NA,"Man","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","Man"
"3024","Female",46,"Single parent","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both","Both","Both","Both","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"3025","Female",61,"Single parent","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"3026","Female",59,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3027","Female",67,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Man","Woman",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3028","Male",62,"Couple without children","Distrito de Puente de Vallecas","Both","Man","Both","Both","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3029","Female",74,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"3030","Female",76,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","None","None",NA,"None","None","Paid help","No help","No help","Unpaid help","Paid help","No answer","No help","No help","None"
"3031","Male",80,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Both","None",NA,"None","None","Unpaid help","No help","Unpaid help","Unpaid help","Paid help","No answer","Paid help","No help","None"
"3032","Male",82,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Woman","Both","None",NA,"None","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","None"
"3033","Male",60,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3034","Female",63,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Man","Man","None",NA,"None","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","None"
"3035","Female",84,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3036","Male",80,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","Man"
"3037","Female",76,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","None","None",NA,"None","None","No help","No help","No help","Unpaid help","Unpaid help","No answer","No help","No help","None"
"3038","Male",84,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3039","Male",58,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3040","Female",64,"Couple without children","Distrito de Puente de Vallecas","Woman","Both","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3041","Male",67,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Woman","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3042","Female",80,"Couple without children","Distrito de Puente de Vallecas","None","Woman","Both","Man","None",NA,"None","None","Unpaid help","No help","Unpaid help","Unpaid help","Unpaid help","No answer","No help","No help","None"
"3043","Female",62,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","None","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"3044","Female",61,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3045","Male",60,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,NA,"Both","Paid help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3046","Female",56,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3047","Female",69,"Couple without children","Distrito de Puente de Vallecas","None","Both","Both","None","None",NA,"None","None","Unpaid help","No help","No help","Unpaid help","Unpaid help","No answer","No help","No help","None"
